"id_hogar","id_viajes","miembro","anio","trimestre","region_origen","aglomerado_origen","region_destino","provincia_destino","localidad_destino","cod_loc_2001","codigo_2001","codigo_2010","cod_prov_2010","cod_depto_2010","cod_loc_2010","pondera","tipo_visitante","cantidad_destinos","multidestino","px06","px06_agrup","px07","px07_agrup","px08","px08_agrup","px09","px10_1","px11","px12_1","px12_2","px12_3","px12_4","px12_5","px12_6","px12_7","px12_8","px13","px14","px15_1","px15_2","px15_3","px15_4","pxb16_1_1","pxb16_1_2","pxb16_1_3","pxb16_1_4","pxb16_1_5","pxb16_1_6","pxb16_1_7","pxb16_1_9","pxb16_2","px17_1","px17_2_1","px17_2_2","px17_2_3","px17_2_4","px17_2_5","px17_2_6","px17_2_7","px17_2_8","px17_2_9","px17_2_10","px17_2_11","px17_2_12","px17_2_13","px18_1","px18_2","px18_3","px18_4","px18_5","px18_6","px18_7","gasto_pc","quintil_pcf_visitante","p002","p004","p005","p006","p006_agrup","p007","nivel_ed","cond_act","p013","j_sexo","j_edad","j_nivel_ed","j_cond_act"
230886,61201,1,2019,1,7,10,3,6,"Sierra de la Ventana",800,"06819030","06819030","06","819","030",303,1,1,1,5,3,14,3,3,2,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,1,1,1,2,1,1,1,1,3,,2,2,2,,2,2,2,2,2,2,2,2,2,6,100,8,7,8,8,7,7000,5,5,1,2,54,4,2,9,1,1,2,3,4,1
230886,61201,2,2019,1,7,10,3,6,"Sierra de la Ventana",800,"06819030","06819030","06","819","030",303,1,1,1,5,3,14,3,3,2,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,1,1,1,2,1,1,1,1,3,,2,2,2,,2,2,2,2,2,2,2,2,2,6,100,8,7,8,8,7,7000,5,5,2,1,43,3,2,5,3,1,2,3,4,1
230886,61201,3,2019,1,7,10,3,6,"Sierra de la Ventana",800,"06819030","06819030","06","819","030",303,1,1,1,5,3,14,3,3,2,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,1,1,1,2,1,1,1,1,3,,2,2,2,,2,2,2,2,2,2,2,2,2,6,100,8,7,8,8,7,7000,5,5,3,2,25,2,1,6,1,1,2,3,4,1
230886,61201,4,2019,1,7,10,3,6,"Sierra de la Ventana",800,"06819030","06819030","06","819","030",303,1,1,1,5,3,14,3,3,2,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,1,1,1,2,1,1,1,1,3,,2,2,2,,2,2,2,2,2,2,2,2,2,6,100,8,7,8,8,7,7000,5,5,3,2,22,2,1,8,3,1,2,3,4,1
230886,61201,5,2019,1,7,10,3,6,"Sierra de la Ventana",800,"06819030","06819030","06","819","030",303,1,1,1,5,3,14,3,3,2,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,1,1,1,2,1,1,1,1,3,,2,2,2,,2,2,2,2,2,2,2,2,2,6,100,8,7,8,8,7,7000,5,5,3,1,25,2,1,8,1,1,2,3,4,1
230887,92201,1,2019,1,7,10,7,50,"Potrerillos",100,"50063110","50063110","50","063","110",733,2,1,1,1,1,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,1500,5,1,1,1,72,5,2,5,3,2,1,4,3,3
230889,91201,1,2019,1,7,10,7,50,"Potrerillos",100,"50063110","50063110","50","063","110",3974,2,1,1,3,2,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,133.333333333333,3,3,1,2,37,3,2,9,1,2,2,2,4,1
230889,91201,2,2019,1,7,10,7,50,"Potrerillos",100,"50063110","50063110","50","063","110",3974,2,1,1,3,2,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,133.333333333333,3,3,3,2,5,1,,0,4,2,2,2,4,1
230889,91201,3,2019,1,7,10,7,50,"Potrerillos",100,"50063110","50063110","50","063","110",3974,2,1,1,3,2,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,133.333333333333,3,3,3,2,5,1,,0,4,2,2,2,4,1
230892,61201,1,2019,1,7,10,3,6,"Villa Gesell",862,"06868020","06868020","06","868","020",659,1,1,1,2,1,7,2,7,5,2,1,1,9,9,9,9,9,9,9,9,3,2,10,10,10,10,2,2,1,1,1,1,1,1,3,,2,2,1,,2,2,2,2,2,2,2,2,2,10,7,9,9,9,9,9,7000,5,2,1,1,68,5,2,9,3,2,1,4,4,3
230892,61201,2,2019,1,7,10,3,6,"Villa Gesell",862,"06868020","06868020","06","868","020",659,1,1,1,2,1,7,2,7,5,2,1,1,9,9,9,9,9,9,9,9,3,2,10,10,10,10,2,2,1,1,1,1,1,1,3,,2,2,1,,2,2,2,2,2,2,2,2,2,10,7,9,9,9,9,9,7000,5,2,3,1,34,3,2,9,1,1,1,4,4,3
230897,91201,3,2019,1,7,10,7,50,"Potrerillos",100,"50063110","50063110","50","063","110",211,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,9,10,10,10,10,,,,,,,,,,,9,9,9,,9,9,9,9,9,9,9,9,9,,,,,,,,1847.222222,5,4,9,2,26,2,1,8,2,2,1,4,4,3
230897,91201,4,2019,1,7,10,7,50,"Potrerillos",100,"50063110","50063110","50","063","110",211,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,9,10,10,10,10,,,,,,,,,,,9,9,9,,9,9,9,9,9,9,9,9,9,,,,,,,,1847.222222,5,4,9,2,22,2,1,8,1,2,1,4,4,3
230897,92201,3,2019,1,7,10,7,50,"Uspallata",59,"50049110","50049110","50","049","110",211,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,9,10,10,10,10,,,,,,,,,,,9,9,9,,9,9,9,9,9,9,9,9,9,,,,,,,,1847.222222,5,4,9,2,26,2,1,8,2,2,1,4,4,3
230897,92201,4,2019,1,7,10,7,50,"Uspallata",59,"50049110","50049110","50","049","110",211,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,9,10,10,10,10,,,,,,,,,,,9,9,9,,9,9,9,9,9,9,9,9,9,,,,,,,,1847.222222,5,4,9,2,22,2,1,8,1,2,1,4,4,3
230899,61201,1,2019,1,7,10,3,6,"Mar de Ajó",394,"06420020","06420020","06","420","020",634,1,1,1,1,1,14,3,3,2,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,1,2,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,10000,5,2,1,1,69,5,2,9,1,2,1,4,4,1
230900,61201,1,2019,1,5,6,4,14,"Villa Cura Brochero",359,"14126200","14126200","14","126","200",171,1,2,2,3,2,6,2,7,5,1,1,2,10,10,10,10,10,10,10,10,3,1,9,1,9,2,2,1,1,1,1,1,1,1,5,,2,2,1,,2,2,2,2,2,2,2,2,2,8,9,8,100,9,9,8,2962.962963,3,3,1,2,73,5,2,9,1,2,2,4,4,1
230900,61201,2,2019,1,5,6,4,14,"Villa Cura Brochero",359,"14126200","14126200","14","126","200",171,1,2,2,3,2,6,2,7,5,1,1,2,10,10,10,10,10,10,10,10,3,1,9,1,9,2,2,1,1,1,1,1,1,1,5,,2,2,1,,2,2,2,2,2,2,2,2,2,8,9,8,100,9,9,8,2962.962963,3,3,2,1,60,5,2,7,3,2,2,4,4,1
230900,61201,3,2019,1,5,6,4,14,"Villa Cura Brochero",359,"14126200","14126200","14","126","200",171,1,2,2,3,2,6,2,7,5,1,1,2,10,10,10,10,10,10,10,10,3,1,9,1,9,2,2,1,1,1,1,1,1,1,5,,2,2,1,,2,2,2,2,2,2,2,2,2,8,9,8,100,9,9,8,2962.962963,3,3,3,2,22,2,1,8,3,2,2,4,4,1
230904,61201,1,2019,1,5,8,5,18,"Paso de la Patria",55,"18133020","18133020","18","133","020",846,1,1,1,6,3,3,1,5,3,1,1,2,10,10,10,10,10,10,10,10,4,2,10,10,10,10,1,1,1,2,1,1,1,1,1,,2,2,2,,2,2,2,2,2,2,2,2,2,7,10,10,10,7,7,10,3000,4,6,1,2,51,4,2,6,1,2,2,3,3,1
230904,61201,2,2019,1,5,8,5,18,"Paso de la Patria",55,"18133020","18133020","18","133","020",846,1,1,1,6,3,3,1,5,3,1,1,2,10,10,10,10,10,10,10,10,4,2,10,10,10,10,1,1,1,2,1,1,1,1,1,,2,2,2,,2,2,2,2,2,2,2,2,2,7,10,10,10,7,7,10,3000,4,6,2,1,48,4,2,6,1,2,2,3,3,1
230904,61201,3,2019,1,5,8,5,18,"Paso de la Patria",55,"18133020","18133020","18","133","020",846,1,1,1,6,3,3,1,5,3,1,1,2,10,10,10,10,10,10,10,10,4,2,10,10,10,10,1,1,1,2,1,1,1,1,1,,2,2,2,,2,2,2,2,2,2,2,2,2,7,10,10,10,7,7,10,3000,4,6,3,2,24,2,1,6,1,2,2,3,3,1
230904,61201,4,2019,1,5,8,5,18,"Paso de la Patria",55,"18133020","18133020","18","133","020",846,1,1,1,6,3,3,1,5,3,1,1,2,10,10,10,10,10,10,10,10,4,2,10,10,10,10,1,1,1,2,1,1,1,1,1,,2,2,2,,2,2,2,2,2,2,2,2,2,7,10,10,10,7,7,10,3000,4,6,3,1,22,2,1,6,1,2,2,3,3,1
230904,61201,5,2019,1,5,8,5,18,"Paso de la Patria",55,"18133020","18133020","18","133","020",846,1,1,1,6,3,3,1,5,3,1,1,2,10,10,10,10,10,10,10,10,4,2,10,10,10,10,1,1,1,2,1,1,1,1,1,,2,2,2,,2,2,2,2,2,2,2,2,2,7,10,10,10,7,7,10,3000,4,6,3,1,17,2,1,4,3,2,2,3,3,1
230904,61201,6,2019,1,5,8,5,18,"Paso de la Patria",55,"18133020","18133020","18","133","020",846,1,1,1,6,3,3,1,5,3,1,1,2,10,10,10,10,10,10,10,10,4,2,10,10,10,10,1,1,1,2,1,1,1,1,1,,2,2,2,,2,2,2,2,2,2,2,2,2,7,10,10,10,7,7,10,3000,4,6,3,2,15,2,1,4,3,2,2,3,3,1
230911,92201,1,2019,1,6,29,6,90,"Tafí del Valle",94,"90098040","90098040","90","098","040",90,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,1,1,2,2,,,,,,,,1250,5,2,1,1,80,5,2,9,3,2,1,4,4,3
230911,92201,2,2019,1,6,29,6,90,"Tafí del Valle",94,"90098040","90098040","90","098","040",90,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,1,1,2,2,,,,,,,,1250,5,2,2,2,80,5,2,9,3,2,1,4,4,3
230913,61201,1,2019,1,6,29,6,90,"San Miguel de Tucumán (Est. Tucumán)",84,"90084010","90084010","90","084","010",337,1,1,1,1,1,2,1,3,2,2,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,1000,3,1,1,1,69,5,2,5,3,2,1,4,3,3
230920,61201,5,2019,1,6,29,6,66,"San Carlos",133,"66154040","66154040","66","154","040",90,1,1,1,1,1,7,2,6,4,1,4,9,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,1,9,9,1,,1,9,9,9,9,9,1,9,9,,,,,,,,300,3,5,3,2,21,2,1,6,3,2,2,4,3,3
230920,91201,3,2019,1,6,29,6,90,"Tafí del Valle",94,"90098040","90098040","90","098","040",90,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,9,10,10,10,10,,,,,,,,,,,9,9,9,,9,9,9,9,9,9,9,9,9,,,,,,,,150,3,5,3,1,28,2,2,7,1,2,2,4,3,3
230920,91201,4,2019,1,6,29,6,90,"Tafí del Valle",94,"90098040","90098040","90","098","040",90,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,9,10,10,10,10,,,,,,,,,,,9,9,9,,9,9,9,9,9,9,9,9,9,,,,,,,,150,3,5,4,2,29,2,2,5,1,2,2,4,3,3
230925,61201,1,2019,1,6,25,6,10,"Fiambalá",162,"10105120","10105120","10","105","120",93,1,1,1,4,2,2,1,7,5,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,1,1,2,1,1,2,1,1,5,,2,1,2,,2,2,2,2,2,2,2,2,2,8,8,8,100,10,10,10,1750,4,5,1,2,78,5,2,3,3,2,2,4,2,3
230925,61201,2,2019,1,6,25,6,10,"Fiambalá",162,"10105120","10105120","10","105","120",93,1,1,1,4,2,2,1,7,5,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,1,1,2,1,1,2,1,1,5,,2,1,2,,2,2,2,2,2,2,2,2,2,8,8,8,100,10,10,10,1750,4,5,2,1,76,5,2,3,3,2,2,4,2,3
230925,61201,3,2019,1,6,25,6,10,"Fiambalá",162,"10105120","10105120","10","105","120",93,1,1,1,4,2,2,1,7,5,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,1,1,2,1,1,2,1,1,5,,2,1,2,,2,2,2,2,2,2,2,2,2,8,8,8,100,10,10,10,1750,4,5,3,1,55,4,2,4,1,3,2,4,2,3
230925,61201,4,2019,1,6,25,6,10,"Fiambalá",162,"10105120","10105120","10","105","120",93,1,1,1,4,2,2,1,7,5,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,1,1,2,1,1,2,1,1,5,,2,1,2,,2,2,2,2,2,2,2,2,2,8,8,8,100,10,10,10,1750,4,5,4,2,57,4,2,3,3,2,2,4,2,3
230925,62201,5,2019,1,6,25,3,6,"Mar del Plata",317,"06357110","06357110","06","357","110",93,1,1,1,1,1,7,2,7,5,1,1,2,10,10,10,10,10,10,10,10,99,2,10,10,10,10,2,1,1,1,1,1,1,1,5,,2,2,1,,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,13800,4,5,6,2,33,3,2,5,1,2,2,4,2,3
230935,61201,1,2019,1,6,29,6,90,"Tafí del Valle",94,"90098040","90098040","90","098","040",90,1,1,1,2,1,3,1,5,3,1,1,2,10,10,10,10,10,10,10,10,2,1,9,1,9,2,2,2,2,1,1,1,1,1,2,,2,2,2,,2,2,2,2,1,2,2,2,2,8,8,6,100,8,9,8,4638.888889,5,2,1,2,70,5,2,9,3,2,2,4,4,3
230935,61201,2,2019,1,6,29,6,90,"Tafí del Valle",94,"90098040","90098040","90","098","040",90,1,1,1,2,1,3,1,5,3,1,1,2,10,10,10,10,10,10,10,10,2,1,9,1,9,2,2,2,2,1,1,1,1,1,2,,2,2,2,,2,2,2,2,1,2,2,2,2,8,8,6,100,8,9,8,4638.888889,5,2,2,1,70,5,2,9,3,2,2,4,4,3
230938,61201,1,2019,1,2,33,3,6,"Mar del Plata",317,"06357110","06357110","06","357","110",521,1,1,1,2,1,6,2,3,2,1,1,2,10,10,10,10,10,10,10,10,2,2,10,10,10,10,2,1,1,1,1,1,1,1,3,,2,2,1,,2,2,2,2,2,2,2,2,1,7,100,8,8,8,7,10,3500,5,2,1,2,61,5,2,4,3,2,2,4,2,3
230938,61201,2,2019,1,2,33,3,6,"Mar del Plata",317,"06357110","06357110","06","357","110",521,1,1,1,2,1,6,2,3,2,1,1,2,10,10,10,10,10,10,10,10,2,2,10,10,10,10,2,1,1,1,1,1,1,1,3,,2,2,1,,2,2,2,2,2,2,2,2,1,7,100,8,8,8,7,10,3500,5,2,2,1,68,5,2,5,3,2,2,4,2,3
230946,51201,1,2019,1,2,33,3,6,"Villa Elisa",445,"06441030","06441030","06","441","030",11897,2,1,1,3,2,0,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,666.666666666667,3,3,1,1,30,3,2,5,1,3,1,2,3,1
230946,51201,2,2019,1,2,33,3,6,"Villa Elisa",445,"06441030","06441030","06","441","030",11897,2,1,1,3,2,0,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,666.666666666667,3,3,2,2,30,3,2,5,1,3,1,2,3,1
230946,51201,3,2019,1,2,33,3,6,"Villa Elisa",445,"06441030","06441030","06","441","030",11897,2,1,1,3,2,0,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,666.666666666667,3,3,3,2,6,1,,0,4,3,1,2,3,1
230961,62201,1,2019,1,6,23,6,66,"Villa San Lorenzo",28,"66028060","66028060","66","028","060",285,1,1,1,1,1,1,1,3,2,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,7500,5,1,1,1,79,5,2,5,3,2,1,4,3,3
230961,91201,1,2019,1,6,23,6,66,"Villa San Lorenzo",28,"66028060","66028060","66","028","060",285,2,1,1,1,1,0,,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,607.1428571,5,1,1,1,79,5,2,5,3,2,1,4,3,3
230961,91202,1,2019,1,6,23,6,66,"Villa San Lorenzo",28,"66028060","66028060","66","028","060",285,2,1,1,1,1,0,,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,1000,5,1,1,1,79,5,2,5,3,2,1,4,3,3
230965,61201,1,2019,1,2,33,4,14,"Villa Carlos Paz",239,"14091250","14091250","14","091","250",7993,1,1,1,4,2,7,2,7,5,1,1,2,10,10,10,10,10,10,10,10,4,1,9,1,9,2,2,2,1,1,1,1,1,1,2,,2,2,1,,2,2,2,2,2,2,2,2,2,10,8,8,8,8,8,8,5000,3,4,1,2,83,5,2,4,3,1,2,4,2,3
230965,61201,2,2019,1,2,33,4,14,"Villa Carlos Paz",239,"14091250","14091250","14","091","250",7993,1,1,1,4,2,7,2,7,5,1,1,2,10,10,10,10,10,10,10,10,4,1,9,1,9,2,2,2,1,1,1,1,1,1,2,,2,2,1,,2,2,2,2,2,2,2,2,2,10,8,8,8,8,8,8,5000,3,4,6,2,31,3,1,8,1,1,2,4,2,3
230965,61201,3,2019,1,2,33,4,14,"Villa Carlos Paz",239,"14091250","14091250","14","091","250",7993,1,1,1,4,2,7,2,7,5,1,1,2,10,10,10,10,10,10,10,10,4,1,9,1,9,2,2,2,1,1,1,1,1,1,2,,2,2,1,,2,2,2,2,2,2,2,2,2,10,8,8,8,8,8,8,5000,3,4,9,1,31,3,2,7,1,1,2,4,2,3
230965,61201,4,2019,1,2,33,4,14,"Villa Carlos Paz",239,"14091250","14091250","14","091","250",7993,1,1,1,4,2,7,2,7,5,1,1,2,10,10,10,10,10,10,10,10,4,1,9,1,9,2,2,2,1,1,1,1,1,1,2,,2,2,1,,2,2,2,2,2,2,2,2,2,10,8,8,8,8,8,8,5000,3,4,9,2,12,1,,0,4,1,2,4,2,3
230978,61201,1,2019,1,2,33,3,6,"Mar de Ajó",394,"06420020","06420020","06","420","020",284,1,1,1,3,2,7,2,8,6,1,1,2,10,10,10,10,10,10,10,10,4,1,9,1,9,2,1,1,1,1,2,1,1,1,2,,2,2,1,,2,2,2,2,2,2,2,2,2,7,9,8,6,6,8,8,10000,3,3,1,1,55,4,2,5,3,2,1,3,3,3
230978,61201,2,2019,1,2,33,3,6,"Mar de Ajó",394,"06420020","06420020","06","420","020",284,1,1,1,3,2,7,2,8,6,1,1,2,10,10,10,10,10,10,10,10,4,1,9,1,9,2,1,1,1,1,2,1,1,1,2,,2,2,1,,2,2,2,2,2,2,2,2,2,7,9,8,6,6,8,8,10000,3,3,2,2,60,5,2,9,1,2,1,3,3,3
230978,61201,3,2019,1,2,33,3,6,"Mar de Ajó",394,"06420020","06420020","06","420","020",284,1,1,1,3,2,7,2,8,6,1,1,2,10,10,10,10,10,10,10,10,4,1,9,1,9,2,1,1,1,1,2,1,1,1,2,,2,2,1,,2,2,2,2,2,2,2,2,2,7,9,8,6,6,8,8,10000,3,3,3,2,16,2,1,4,3,2,1,3,3,3
230979,61201,1,2019,1,1,32,3,6,"Mar del Plata",317,"06357110","06357110","06","357","110",3722,1,1,1,1,1,14,3,3,2,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,22500,5,1,1,1,89,5,2,3,3,2,1,4,2,3
230983,61201,1,2019,1,1,32,3,6,"Sierra de los Padres",319,"06357120","06357120","06","357","120",2514,1,2,2,4,2,7,2,7,5,1,1,2,10,10,10,10,10,10,10,10,3,1,9,1,9,2,2,2,1,1,1,1,1,1,4,,2,1,1,,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,5000,2,4,1,2,50,4,2,9,1,2,2,3,4,1
230983,61201,2,2019,1,1,32,3,6,"Sierra de los Padres",319,"06357120","06357120","06","357","120",2514,1,2,2,4,2,7,2,7,5,1,1,2,10,10,10,10,10,10,10,10,3,1,9,1,9,2,2,2,1,1,1,1,1,1,4,,2,1,1,,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,5000,2,4,2,1,50,4,2,7,1,2,2,3,4,1
230983,61201,3,2019,1,1,32,3,6,"Sierra de los Padres",319,"06357120","06357120","06","357","120",2514,1,2,2,4,2,7,2,7,5,1,1,2,10,10,10,10,10,10,10,10,3,1,9,1,9,2,2,2,1,1,1,1,1,1,4,,2,1,1,,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,5000,2,4,3,1,25,2,1,8,3,2,2,3,4,1
230983,61201,4,2019,1,1,32,3,6,"Sierra de los Padres",319,"06357120","06357120","06","357","120",2514,1,2,2,4,2,7,2,7,5,1,1,2,10,10,10,10,10,10,10,10,3,1,9,1,9,2,2,2,1,1,1,1,1,1,4,,2,1,1,,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,5000,2,4,3,1,22,2,1,8,3,2,2,3,4,1
230989,61201,1,2019,1,2,33,5,30,"Colón",2,"30008020","30008020","30","008","020",3245,1,1,1,1,1,20,4,3,2,2,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,1000,2,4,1,1,60,5,2,3,3,2,1,4,2,3
230991,41201,1,2019,1,1,32,2,4,"Moreno",554,"06560010","06560010","06","560","010",1422,1,1,1,2,1,6,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,1200,5,2,1,2,80,5,2,3,3,2,2,4,2,3
230991,41201,2,2019,1,1,32,2,4,"Moreno",554,"06560010","06560010","06","560","010",1422,1,1,1,2,1,6,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,1200,5,2,2,1,80,5,2,3,3,2,2,4,2,3
231000,61201,3,2019,1,7,10,6,66,"Salta",27,"66028050","66028050","66","028","050",215,1,1,1,1,1,7,2,3,2,4,1,2,10,10,10,10,10,10,10,10,4,2,10,10,10,10,2,2,1,1,1,1,1,1,4,,2,2,2,,2,2,2,2,2,2,2,2,2,10,100,10,10,10,10,10,13800,4,3,3,1,30,3,2,5,1,2,2,4,3,3
231001,61201,3,2019,1,1,32,8,58,"Neuquén",14,"58035070","58035070","58","035","070",390,1,1,1,1,1,14,3,3,2,4,2,9,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,1,2,2,1,,2,2,2,2,1,1,1,2,2,,,,,,,,9000,4,5,3,2,30,3,2,9,1,2,2,4,4,1
231003,61201,1,2019,1,1,32,5,30,"Federación",55,"30028070","30028070","30","028","070",564,1,1,1,2,1,6,2,7,5,1,5,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,1,2,1,2,,2,2,2,2,2,2,2,2,2,,,,,,,,7208.333335,3,2,1,2,72,5,2,5,3,2,2,4,3,3
231003,61201,2,2019,1,1,32,5,30,"Federación",55,"30028070","30028070","30","028","070",564,1,1,1,2,1,6,2,7,5,1,5,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,1,2,1,2,,2,2,2,2,2,2,2,2,2,,,,,,,,7208.333335,3,2,2,1,68,5,2,5,3,2,2,4,3,3
231008,61201,1,2019,1,1,32,5,82,"Rosario",252,"82084270","82084270","82","084","270",1678,1,1,1,1,1,2,1,3,2,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,10000,5,1,1,2,80,5,2,7,3,2,2,4,4,3
231008,62201,1,2019,1,1,32,3,6,"Luján",499,"06497060","06497060","06","497","060",1678,1,1,1,1,1,4,2,3,2,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,5000,5,1,1,2,80,5,2,7,3,2,2,4,4,3
231008,91201,1,2019,1,1,32,3,6,"Marcos Paz",537,"06525020","06525020","06","525","020",1678,2,1,1,1,1,0,,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,600,5,1,1,2,80,5,2,7,3,2,2,4,4,3
231008,91202,1,2019,1,1,32,3,6,"Marcos Paz",537,"06525020","06525020","06","525","020",1678,2,1,1,1,1,0,,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,600,5,1,1,2,80,5,2,7,3,2,2,4,4,3
231016,61201,1,2019,1,7,10,7,50,"Lujan de Cuyo (Ciudad)",93,"50063090","50063090","50","063","090",265,1,1,1,3,2,1,1,3,2,2,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,2925.925926,5,4,1,2,40,3,2,9,1,2,2,2,4,1
231016,61201,3,2019,1,7,10,7,50,"Lujan de Cuyo (Ciudad)",93,"50063090","50063090","50","063","090",265,1,1,1,3,2,1,1,3,2,2,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,2925.925926,5,4,3,1,14,2,1,4,3,2,2,2,4,1
231016,61201,4,2019,1,7,10,7,50,"Lujan de Cuyo (Ciudad)",93,"50063090","50063090","50","063","090",265,1,1,1,3,2,1,1,3,2,2,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,2925.925926,5,4,3,2,15,2,1,4,3,2,2,2,4,1
231018,61201,1,2019,1,7,10,7,50,"Las Vegas",87,"50063080","50063080","50","063","080",764,1,1,1,1,1,3,1,5,3,1,1,2,10,10,10,10,10,10,10,10,1,2,10,10,10,10,2,1,1,1,1,1,1,1,1,,2,2,2,,2,2,2,2,2,1,1,2,2,10,9,8,8,10,10,9,2500,5,1,1,1,70,5,2,7,1,2,1,4,4,1
231027,31201,1,2019,1,3,2,3,6,"Magdalena",507,"06505040","06505040","06","505","040",3185,1,1,1,4,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,391.66666675,4,4,1,2,49,4,2,9,1,2,2,3,4,1
231027,31201,2,2019,1,3,2,3,6,"Magdalena",507,"06505040","06505040","06","505","040",3185,1,1,1,4,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,391.66666675,4,4,2,1,47,4,2,8,1,2,2,3,4,1
