"id_hogar","id_viajes","miembro","anio","trimestre","region_origen","aglomerado_origen","region_destino","provincia_destino","localidad_destino","cod_loc_2001","codigo_2001","codigo_2010","cod_prov_2010","cod_depto_2010","cod_loc_2010","pondera","tipo_visitante","cantidad_destinos","multidestino","px06","px06_agrup","px07","px07_agrup","px08","px08_agrup","px09","px10_1","px11","px12_1","px12_2","px12_3","px12_4","px12_5","px12_6","px12_7","px12_8","px13","px14","px15_1","px15_2","px15_3","px15_4","pxb16_1_1","pxb16_1_2","pxb16_1_3","pxb16_1_4","pxb16_1_5","pxb16_1_6","pxb16_1_7","pxb16_1_9","pxb16_2","px17_1","px17_2_1","px17_2_2","px17_2_3","px17_2_4","px17_2_5","px17_2_6","px17_2_7","px17_2_8","px17_2_9","px17_2_10","px17_2_11","px17_2_12","px17_2_13","px18_1","px18_2","px18_3","px18_4","px18_5","px18_6","px18_7","gasto_pc","quintil_pcf_visitante","p002","p004","p005","p006","p006_agrup","p007","nivel_ed","cond_act","p013","j_sexo","j_edad","j_nivel_ed","j_cond_act"
235748,31202,2,2019,1,4,13,4,14,"Valle de Calamuchita",945,,,,,,120,1,1,1,2,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,1500,5,2,2,1,65,5,2,9,3,2,1,4,4,1
235748,31203,1,2019,1,4,13,4,14,"Valle de Calamuchita",945,,,,,,120,1,1,1,2,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,1500,5,2,1,1,70,5,2,9,1,2,1,4,4,1
235748,31203,2,2019,1,4,13,4,14,"Valle de Calamuchita",945,,,,,,120,1,1,1,2,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,1500,5,2,2,1,65,5,2,9,3,2,1,4,4,1
235748,31204,1,2019,1,4,13,4,14,"Valle de Calamuchita",945,,,,,,120,1,1,1,2,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,1500,5,2,1,1,70,5,2,9,1,2,1,4,4,1
235748,31204,2,2019,1,4,13,4,14,"Valle de Calamuchita",945,,,,,,120,1,1,1,2,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,1500,5,2,2,1,65,5,2,9,3,2,1,4,4,1
235748,51201,1,2019,1,4,13,4,14,"Valle de Calamuchita",945,,,,,,120,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,500,5,2,1,1,70,5,2,9,1,2,1,4,4,1
235748,51201,2,2019,1,4,13,4,14,"Valle de Calamuchita",945,,,,,,120,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,500,5,2,2,1,65,5,2,9,3,2,1,4,4,1
235748,61101,1,2019,1,4,13,7,50,"Mendoza, Ciudad de",1,"50007010","50007010","50","007","010",97,1,2,2,2,1,19,4,3,2,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,6000,5,2,1,1,70,5,2,9,1,2,1,4,4,1
235748,61101,2,2019,1,4,13,7,50,"Mendoza, Ciudad de",1,"50007010","50007010","50","007","010",97,1,2,2,2,1,19,4,3,2,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,6000,5,2,2,1,65,5,2,9,3,2,1,4,4,1
235748,91201,1,2019,1,4,13,4,14,"Villa Carlos Paz",239,"14091250","14091250","14","091","250",120,2,1,1,2,1,0,,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,250,5,2,1,1,70,5,2,9,1,2,1,4,4,1
235748,91201,2,2019,1,4,13,4,14,"Villa Carlos Paz",239,"14091250","14091250","14","091","250",120,2,1,1,2,1,0,,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,250,5,2,2,1,65,5,2,9,3,2,1,4,4,1
235750,61101,1,2019,1,4,13,4,14,"Mina Clavero",348,"14126090","14126090","14","126","090",113,1,1,1,2,1,6,2,7,5,2,1,1,2,1,2,1,2,2,2,2,3,1,9,1,2,2,2,2,2,1,1,1,1,1,2,,2,2,2,,2,2,2,2,2,2,2,2,2,10,10,10,100,10,10,10,7500,5,2,1,2,60,5,2,9,1,2,2,4,4,1
235750,61101,2,2019,1,4,13,4,14,"Mina Clavero",348,"14126090","14126090","14","126","090",113,1,1,1,2,1,6,2,7,5,2,1,1,2,1,2,1,2,2,2,2,3,1,9,1,2,2,2,2,2,1,1,1,1,1,2,,2,2,2,,2,2,2,2,2,2,2,2,2,10,10,10,100,10,10,10,7500,5,2,2,1,84,5,2,3,3,2,2,4,4,1
235752,91201,1,2019,1,4,13,4,14,"Mina Clavero",348,"14126090","14126090","14","126","090",102,2,1,1,4,2,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,300,3,4,1,1,62,5,2,5,3,2,1,4,3,3
235752,91201,2,2019,1,4,13,4,14,"Mina Clavero",348,"14126090","14126090","14","126","090",102,2,1,1,4,2,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,300,3,4,3,2,70,5,2,5,3,2,1,4,3,3
235752,91201,3,2019,1,4,13,4,14,"Mina Clavero",348,"14126090","14126090","14","126","090",102,2,1,1,4,2,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,300,3,4,3,1,30,3,2,5,1,2,1,4,3,3
235752,91201,4,2019,1,4,13,4,14,"Mina Clavero",348,"14126090","14126090","14","126","090",102,2,1,1,4,2,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,300,3,4,3,2,35,3,2,5,1,2,1,4,3,3
235753,61101,1,2019,1,4,13,6,86,"Santiago del Estero",48,"86049110","86049110","86","049","110",94,1,1,1,3,2,1,1,3,2,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,1260.41666666667,5,3,1,2,57,4,2,7,1,2,2,3,4,1
235753,61101,2,2019,1,4,13,6,86,"Santiago del Estero",48,"86049110","86049110","86","049","110",94,1,1,1,3,2,1,1,3,2,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,1260.41666666667,5,3,2,1,57,4,2,8,1,2,2,3,4,1
235753,61101,3,2019,1,4,13,6,86,"Santiago del Estero",48,"86049110","86049110","86","049","110",94,1,1,1,3,2,1,1,3,2,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,1260.41666666667,5,3,3,1,19,2,1,8,3,2,2,3,4,1
235754,91101,1,2019,1,4,13,4,14,"Villa General Belgrano",33,"14007310","14007310","14","007","310",95,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,350,4,4,1,2,60,5,2,8,1,2,2,4,3,1
235754,91101,2,2019,1,4,13,4,14,"Villa General Belgrano",33,"14007310","14007310","14","007","310",95,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,350,4,4,2,1,57,4,2,9,1,2,2,4,3,1
235754,91102,1,2019,1,4,13,4,14,"Villa General Belgrano",33,"14007310","14007310","14","007","310",95,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,350,4,4,1,2,60,5,2,8,1,2,2,4,3,1
235754,91102,2,2019,1,4,13,4,14,"Villa General Belgrano",33,"14007310","14007310","14","007","310",95,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,350,4,4,2,1,57,4,2,9,1,2,2,4,3,1
235754,91201,1,2019,1,4,13,4,14,"Villa General Belgrano",33,"14007310","14007310","14","007","310",112,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,350,3,4,1,2,60,5,2,8,1,2,2,4,3,1
235754,91201,2,2019,1,4,13,4,14,"Villa General Belgrano",33,"14007310","14007310","14","007","310",112,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,350,3,4,2,1,57,4,2,9,1,2,2,4,3,1
235754,92101,1,2019,1,4,13,4,14,"Santa Rosa de Calamuchita",23,"14007210","14007210","14","007","210",95,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,350,4,4,1,2,60,5,2,8,1,2,2,4,3,1
235754,92101,2,2019,1,4,13,4,14,"Santa Rosa de Calamuchita",23,"14007210","14007210","14","007","210",95,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,350,4,4,2,1,57,4,2,9,1,2,2,4,3,1
235754,92201,1,2019,1,4,13,4,14,"Santa Rosa de Calamuchita",23,"14007210","14007210","14","007","210",112,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,350,3,4,1,2,60,5,2,8,1,2,2,4,3,1
235754,92201,2,2019,1,4,13,4,14,"Santa Rosa de Calamuchita",23,"14007210","14007210","14","007","210",112,2,1,1,2,1,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,350,3,4,2,1,57,4,2,9,1,2,2,4,3,1
235757,31101,1,2019,1,4,13,4,14,"Villa Carlos Paz",239,"14091250","14091250","14","091","250",460,1,1,1,3,2,3,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,6666.66666666667,5,3,1,2,40,3,2,9,1,1,2,2,4,1
235757,31101,2,2019,1,4,13,4,14,"Villa Carlos Paz",239,"14091250","14091250","14","091","250",460,1,1,1,3,2,3,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,6666.66666666667,5,3,2,1,35,3,2,9,1,1,2,2,4,1
235757,31101,3,2019,1,4,13,4,14,"Villa Carlos Paz",239,"14091250","14091250","14","091","250",460,1,1,1,3,2,3,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,6666.66666666667,5,3,3,1,2,1,,0,4,1,2,2,4,1
235758,41201,1,2019,1,4,13,4,14,"Villa Parque Siquimán",243,"14091290","14091290","14","091","290",2001,1,1,1,1,1,30,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,1e+05,5,1,1,1,50,4,2,10,1,2,1,3,4,1
235759,61101,1,2019,1,4,13,4,14,"Morteros",418,"14140300","14140300","14","140","300",502,1,1,1,1,1,7,2,3,2,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,1,2,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,1928.571429,4,1,1,1,63,5,2,5,3,2,1,4,3,3
235760,61201,1,2019,1,6,18,3,6,"Mar del Plata",317,"06357110","06357110","06","357","110",1530,1,1,1,1,1,10,3,7,5,2,1,1,1,1,1,2,2,2,2,2,4,2,10,10,10,10,1,1,1,1,1,1,1,1,1,,2,2,1,,2,2,2,2,1,2,2,2,2,8,9,10,100,8,8,9,30000,5,1,1,1,73,5,2,10,3,2,1,4,4,3
235760,62201,1,2019,1,6,18,5,30,"Estación Puíggari",47,"30021150","30021150","30","021","150",1530,1,1,1,1,1,7,2,7,5,2,1,2,10,10,10,10,10,10,10,10,4,2,10,10,10,10,1,1,1,1,1,1,1,1,2,,1,1,2,,2,2,2,2,2,2,2,2,2,9,9,9,100,9,99,9,1e+05,5,1,1,1,73,5,2,10,3,2,1,4,4,3
235761,41201,1,2019,1,6,19,4,14,"Villa Carlos Paz",239,"14091250","14091250","14","091","250",445,1,1,1,4,2,9,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,2,2,2,2,2,2,2,2,1,,,,,,,,3125,5,4,1,2,43,3,2,9,1,3,2,2,4,1
235761,41201,2,2019,1,6,19,4,14,"Villa Carlos Paz",239,"14091250","14091250","14","091","250",445,1,1,1,4,2,9,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,2,2,2,2,2,2,2,2,1,,,,,,,,3125,5,4,2,1,39,3,2,9,3,3,2,2,4,1
235761,41201,3,2019,1,6,19,4,14,"Villa Carlos Paz",239,"14091250","14091250","14","091","250",445,1,1,1,4,2,9,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,2,2,2,2,2,2,2,2,1,,,,,,,,3125,5,4,3,1,14,2,1,4,3,3,2,2,4,1
235761,41201,4,2019,1,6,19,4,14,"Villa Carlos Paz",239,"14091250","14091250","14","091","250",445,1,1,1,4,2,9,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,2,2,2,2,2,2,2,2,1,,,,,,,,3125,5,4,3,2,10,1,,0,4,3,2,2,4,1
235761,91101,1,2019,1,6,19,6,66,"Salta",27,"66028050","66028050","66","028","050",630,2,1,1,4,2,0,,0,0,2,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,1,,,,,,,,255.8139535,5,4,1,2,43,3,2,9,1,3,2,2,4,1
235761,91101,2,2019,1,6,19,6,66,"Salta",27,"66028050","66028050","66","028","050",630,2,1,1,4,2,0,,0,0,2,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,1,,,,,,,,255.8139535,5,4,2,1,39,3,2,9,3,3,2,2,4,1
235761,91101,3,2019,1,6,19,6,66,"Salta",27,"66028050","66028050","66","028","050",630,2,1,1,4,2,0,,0,0,2,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,1,,,,,,,,255.8139535,5,4,3,1,14,2,1,4,3,3,2,2,4,1
235761,91101,4,2019,1,6,19,6,66,"Salta",27,"66028050","66028050","66","028","050",630,2,1,1,4,2,0,,0,0,2,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,1,,,,,,,,255.8139535,5,4,3,2,10,1,,0,4,3,2,2,4,1
235764,91101,1,2019,1,7,10,7,50,"Potrerillos",100,"50063110","50063110","50","063","110",685,2,1,1,4,2,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,159.935897425,3,4,1,2,47,4,2,5,1,3,2,3,3,1
235764,91101,2,2019,1,7,10,7,50,"Potrerillos",100,"50063110","50063110","50","063","110",685,2,1,1,4,2,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,159.935897425,3,4,2,1,41,3,2,5,3,3,2,3,3,1
235764,91101,3,2019,1,7,10,7,50,"Potrerillos",100,"50063110","50063110","50","063","110",685,2,1,1,4,2,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,159.935897425,3,4,3,1,15,2,1,4,3,3,2,3,3,1
235764,91101,4,2019,1,7,10,7,50,"Potrerillos",100,"50063110","50063110","50","063","110",685,2,1,1,4,2,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,159.935897425,3,4,3,2,12,1,,0,4,3,2,3,3,1
235768,61201,1,2019,1,5,12,3,6,"Fátima",638,"06638040","06638040","06","638","040",152,1,1,1,2,1,7,2,3,2,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,1,2,2,2,,2,2,2,2,2,2,2,2,1,,,,,,,,17033.333335,5,2,1,2,75,5,2,9,1,2,2,4,4,1
235768,61201,2,2019,1,5,12,3,6,"Fátima",638,"06638040","06638040","06","638","040",152,1,1,1,2,1,7,2,3,2,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,1,2,2,2,,2,2,2,2,2,2,2,2,1,,,,,,,,17033.333335,5,2,2,1,65,5,2,5,3,2,2,4,4,1
235769,61201,3,2019,1,7,10,7,74,"San Luis",80,"74056150","74056150","74","056","150",744,1,1,1,1,1,1,1,3,2,2,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,1000,2,4,3,2,14,2,1,4,3,2,2,2,3,1
235776,61201,1,2019,1,6,22,6,66,"La Poma",82,"66091020","66091020","66","091","020",116,1,3,2,4,2,7,2,7,5,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,1,1,2,1,1,1,1,1,5,,2,2,1,,2,2,2,2,2,2,1,2,2,5,10,10,100,10,10,10,5000,4,4,1,1,49,4,2,9,1,2,1,3,4,1
235776,61201,2,2019,1,6,22,6,66,"La Poma",82,"66091020","66091020","66","091","020",116,1,3,2,4,2,7,2,7,5,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,1,1,2,1,1,1,1,1,5,,2,2,1,,2,2,2,2,2,2,1,2,2,5,10,10,100,10,10,10,5000,4,4,2,2,50,4,2,5,1,2,1,3,4,1
235776,61201,3,2019,1,6,22,6,66,"La Poma",82,"66091020","66091020","66","091","020",116,1,3,2,4,2,7,2,7,5,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,1,1,2,1,1,1,1,1,5,,2,2,1,,2,2,2,2,2,2,1,2,2,5,10,10,100,10,10,10,5000,4,4,3,1,15,2,1,5,3,2,1,3,4,1
235776,61201,4,2019,1,6,22,6,66,"La Poma",82,"66091020","66091020","66","091","020",116,1,3,2,4,2,7,2,7,5,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,1,1,2,1,1,1,1,1,5,,2,2,1,,2,2,2,2,2,2,1,2,2,5,10,10,100,10,10,10,5000,4,4,3,2,8,1,,0,4,2,1,3,4,1
235778,61101,1,2019,1,6,29,6,90,"El Mollar",93,"90098030","90098030","90","098","030",90,1,1,1,3,2,20,4,3,2,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,2,1,2,1,1,1,1,1,3,,1,2,1,,2,1,2,2,2,2,2,2,2,10,100,8,10,8,8,10,5000,5,5,1,2,55,4,2,5,1,2,2,3,3,1
235778,61101,2,2019,1,6,29,6,90,"El Mollar",93,"90098030","90098030","90","098","030",90,1,1,1,3,2,20,4,3,2,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,2,1,2,1,1,1,1,1,3,,1,2,1,,2,1,2,2,2,2,2,2,2,10,100,8,10,8,8,10,5000,5,5,2,1,52,4,2,5,1,2,2,3,3,1
235778,61101,3,2019,1,6,29,6,90,"El Mollar",93,"90098030","90098030","90","098","030",90,1,1,1,3,2,20,4,3,2,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,2,1,2,1,1,1,1,1,3,,1,2,1,,2,1,2,2,2,2,2,2,2,10,100,8,10,8,8,10,5000,5,5,3,2,30,3,2,5,1,2,2,3,3,1
235781,61201,1,2019,1,7,10,7,50,"San Rafael (Ciudad)",177,"50105210","50105210","50","105","210",1594,1,1,1,2,1,2,1,3,2,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,1500,2,2,1,1,70,5,2,3,3,2,1,4,2,3
235781,61201,2,2019,1,7,10,7,50,"San Rafael (Ciudad)",177,"50105210","50105210","50","105","210",1594,1,1,1,2,1,2,1,3,2,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,1500,2,2,3,1,50,4,2,4,2,2,1,4,2,3
235784,91101,1,2019,1,5,12,5,18,"Paso de la Patria",55,"18133020","18133020","18","133","020",1456,2,1,1,3,2,0,,0,0,1,1,,,,,,,,,,,9,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,500,2,6,1,2,62,5,2,5,2,2,2,4,3,2
235784,91101,2,2019,1,5,12,5,18,"Paso de la Patria",55,"18133020","18133020","18","133","020",1456,2,1,1,3,2,0,,0,0,1,1,,,,,,,,,,,9,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,500,2,6,2,1,65,5,2,5,3,2,2,4,3,2
235784,91101,3,2019,1,5,12,5,18,"Paso de la Patria",55,"18133020","18133020","18","133","020",1456,2,1,1,3,2,0,,0,0,1,1,,,,,,,,,,,9,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,500,2,6,3,2,29,2,2,4,9,2,2,4,3,2
235786,61201,1,2019,1,5,15,5,18,"Paso de la Patria",55,"18133020","18133020","18","133","020",4221,1,1,1,4,2,3,1,7,5,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,1,1,2,1,1,1,1,1,2,,2,2,2,,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,3750,3,6,1,2,50,4,2,5,1,2,2,3,3,1
235786,61201,2,2019,1,5,15,5,18,"Paso de la Patria",55,"18133020","18133020","18","133","020",4221,1,1,1,4,2,3,1,7,5,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,1,1,2,1,1,1,1,1,2,,2,2,2,,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,3750,3,6,2,1,47,4,2,5,3,2,2,3,3,1
235786,61201,3,2019,1,5,15,5,18,"Paso de la Patria",55,"18133020","18133020","18","133","020",4221,1,1,1,4,2,3,1,7,5,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,1,1,2,1,1,1,1,1,2,,2,2,2,,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,3750,3,6,3,2,4,1,,0,4,2,2,3,3,1
235786,61201,4,2019,1,5,15,5,18,"Paso de la Patria",55,"18133020","18133020","18","133","020",4221,1,1,1,4,2,3,1,7,5,1,1,2,10,10,10,10,10,10,10,10,3,2,10,10,10,10,1,1,2,1,1,1,1,1,2,,2,2,2,,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,3750,3,6,3,2,22,2,1,6,1,2,2,3,3,1
235786,62201,1,2019,1,5,15,5,54,"Eldorado",33,"54042020","54042020","54","042","020",4221,1,1,1,4,2,3,1,7,5,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,1,2,2,2,,2,2,2,2,2,2,1,2,2,,,,,,,,5000,3,6,1,2,50,4,2,5,1,2,2,3,3,1
235786,62201,2,2019,1,5,15,5,54,"Eldorado",33,"54042020","54042020","54","042","020",4221,1,1,1,4,2,3,1,7,5,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,1,2,2,2,,2,2,2,2,2,2,1,2,2,,,,,,,,5000,3,6,2,1,47,4,2,5,3,2,2,3,3,1
235786,62201,3,2019,1,5,15,5,54,"Eldorado",33,"54042020","54042020","54","042","020",4221,1,1,1,4,2,3,1,7,5,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,1,2,2,2,,2,2,2,2,2,2,1,2,2,,,,,,,,5000,3,6,3,2,4,1,,0,4,2,2,3,3,1
235786,62201,4,2019,1,5,15,5,54,"Eldorado",33,"54042020","54042020","54","042","020",4221,1,1,1,4,2,3,1,7,5,1,2,2,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,1,2,2,2,,2,2,2,2,2,2,1,2,2,,,,,,,,5000,3,6,3,2,22,2,1,6,1,2,2,3,3,1
235788,91101,1,2019,1,5,7,5,54,"Oberá",89,"54091080","54091080","54","091","080",4017,2,1,1,5,3,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,127.94871794,4,5,1,2,48,4,2,9,1,2,2,3,4,1
235788,91101,2,2019,1,5,7,5,54,"Oberá",89,"54091080","54091080","54","091","080",4017,2,1,1,5,3,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,127.94871794,4,5,2,1,45,4,2,8,3,2,2,3,4,1
235788,91101,3,2019,1,5,7,5,54,"Oberá",89,"54091080","54091080","54","091","080",4017,2,1,1,5,3,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,127.94871794,4,5,3,2,12,1,,0,4,2,2,3,4,1
235788,91101,4,2019,1,5,7,5,54,"Oberá",89,"54091080","54091080","54","091","080",4017,2,1,1,5,3,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,127.94871794,4,5,3,1,10,1,,0,4,2,2,3,4,1
235788,91101,5,2019,1,5,7,5,54,"Oberá",89,"54091080","54091080","54","091","080",4017,2,1,1,5,3,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,127.94871794,4,5,3,1,8,1,,0,4,2,2,3,4,1
235789,91201,1,2019,1,6,29,6,90,"El Siambón",902,,,,,,91,2,1,1,7,3,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,1,2,1,,1,2,2,2,2,2,2,2,2,,,,,,,,285.714285714286,1,7,1,2,61,5,2,5,2,3,2,4,3,2
235789,91201,2,2019,1,6,29,6,90,"El Siambón",902,,,,,,91,2,1,1,7,3,0,,0,0,1,1,,,,,,,,,,,2,10,10,10,10,,,,,,,,,,,1,2,1,,1,2,2,2,2,2,2,2,2,,,,,,,,285.714285714286,1,7,2,1,66,5,2,3,3,2,2,4,3,2
